idx,name,nbar,width,bandwidth
3686,2035_1,12,800,0.85
3687,2035_2,12,300,0.7
3688,2036_1,5,1100,0.6
3689,2036_2,5,800,1
3690,2037_2,18,800,0.75
3691,2037_1,18,1000,0.6
3692,2038_1,18,600,0.6
3693,2038_2,18,1100,0.8
3694,2039_1,23,800,0.6
3695,2039_2,23,1100,0.9
3696,2040_2,26,500,0.6
3697,2040_1,26,500,1
3698,2041_1,21,1000,0.6
3699,2041_2,21,900,0.85
3700,2042_2,16,800,0.6
3701,2042_1,16,400,0.8
3702,2043_1,14,600,0.8
3703,2043_2,14,400,0.95
3704,2044_2,23,800,0.65
3705,2044_1,23,1000,0.7
3706,2045_2,17,1100,0.8
3707,2045_1,17,400,0.75
3708,2046_2,21,700,0.85
3709,2046_1,21,300,0.7
3710,2047_1,26,700,0.8
3711,2047_2,26,500,0.9
3712,2048_1,16,600,0.95
3713,2048_2,16,1100,0.65
3714,2049_2,19,900,0.7
3715,2049_1,19,500,1
3716,2050_2,15,700,0.6
3717,2050_1,15,1000,0.85
3718,2051_2,21,900,0.75
3719,2051_1,21,600,0.95
3720,2052_2,10,800,1
3721,2052_1,10,1100,0.85
3722,2053_1,20,700,0.95
3723,2053_2,20,700,0.85
3724,2054_2,22,1000,1
3725,2054_1,22,1100,0.6
3726,2055_2,22,300,0.95
3727,2055_1,22,1100,0.7
3728,2056_1,15,1000,0.7
3729,2056_2,15,400,0.95
3730,2057_1,8,900,0.65
3731,2057_2,8,300,0.75
3732,2058_1,10,800,0.65
3733,2058_2,10,900,0.75
3734,2059_1,17,700,0.75
3735,2059_2,17,300,1
3736,2060_2,16,400,0.75
3737,2060_1,16,300,0.75
3738,2061_2,12,900,0.85
3739,2061_1,12,600,0.65
3740,2062_1,6,600,0.65
3741,2062_2,6,400,0.95
3742,2063_2,12,1100,0.65
3743,2063_1,12,700,0.75
3744,2064_1,23,600,0.75
3745,2064_2,23,400,0.95
3746,2065_2,20,300,0.65
3747,2065_1,20,500,1
3748,2066_1,25,900,0.95
3749,2066_2,25,900,0.6
3750,2067_2,20,1100,0.85
3751,2067_1,20,800,0.7
3752,2068_2,21,700,0.75
3753,2068_1,21,500,0.7
3754,2069_2,22,400,0.85
3755,2069_1,22,800,1
3756,2070_1,6,500,0.8
3757,2070_2,6,600,0.75
3758,2071_1,29,800,0.7
3759,2071_2,29,300,1
3760,2072_1,15,300,0.8
3761,2072_2,15,700,1
3762,2073_1,13,1000,0.75
3763,2073_2,13,800,0.95
3764,2074_1,16,700,0.95
3765,2074_2,16,900,0.7
3766,2075_1,20,800,0.9
3767,2075_2,20,800,0.6
3768,2076_1,5,1100,1
3769,2076_2,5,700,0.8
3770,2077_1,24,300,0.75
3771,2077_2,24,300,0.6
3772,2078_2,14,600,0.95
3773,2078_1,14,500,0.65
3774,2079_1,10,600,0.8
3775,2079_2,10,1100,0.85
3776,2080_2,6,500,0.8
3777,2080_1,6,300,0.9
3778,2081_1,12,700,0.8
3779,2081_2,12,900,1
3780,2082_2,7,900,0.95
3781,2082_1,7,600,0.9
3782,2083_2,10,500,0.85
3783,2083_1,10,300,0.95
3784,2084_2,13,800,0.95
3785,2084_1,13,900,0.6
3786,2085_2,28,500,0.85
3787,2085_1,28,600,0.7
3788,2086_1,10,1000,0.65
3789,2086_2,10,500,0.95
3790,2087_2,25,1100,0.65
3791,2087_1,25,500,0.75
3792,2088_1,17,1000,0.75
3793,2088_2,17,500,0.7
3794,2089_1,8,900,0.85
3795,2089_2,8,400,0.7
3796,2090_1,6,700,0.85
3797,2090_2,6,1100,0.7
3798,2091_1,8,900,0.95
3799,2091_2,8,1000,1
3800,2092_2,7,1100,1
3801,2092_1,7,900,0.8
3802,2093_1,12,600,1
3803,2093_2,12,900,0.65
3804,2094_2,26,600,0.8
3805,2094_1,26,1100,0.95
3806,2095_2,16,900,0.75
3807,2095_1,16,1100,0.75
3808,2096_1,10,900,0.7
3809,2096_2,10,400,0.95
3810,2097_2,20,400,0.7
3811,2097_1,20,400,0.8
3812,2098_2,16,1000,0.75
3813,2098_1,16,400,0.8
3814,2099_2,13,700,0.75
3815,2099_1,13,1000,0.65
3816,2100_2,13,500,0.65
3817,2100_1,13,1000,0.85
3818,2101_1,16,600,0.65
3819,2101_2,16,800,0.6
3820,2102_2,5,800,0.95
3821,2102_1,5,1100,0.95
3822,2103_1,15,600,1
3823,2103_2,15,1100,0.8
3824,2104_1,5,800,0.95
3825,2104_2,5,900,0.6
3826,2105_1,27,300,0.8
3827,2105_2,27,700,0.8
3828,2106_1,15,500,0.7
3829,2106_2,15,900,0.7
3830,2107_1,17,1000,0.85
3831,2107_2,17,800,0.9
3832,2108_1,13,300,0.75
3833,2108_2,13,800,0.8
3834,2109_2,19,1000,0.75
3835,2109_1,19,1000,0.7
3836,2110_2,11,800,0.85
3837,2110_1,11,900,0.75
3838,2111_2,15,400,0.75
3839,2111_1,15,400,0.65
3840,2112_1,22,1000,0.9
3841,2112_2,22,300,0.95
3842,2113_1,15,500,0.6
3843,2113_2,15,400,0.8
3844,2114_2,24,500,1
3845,2114_1,24,800,0.75
3846,2115_2,10,900,0.75
3847,2115_1,10,900,0.7
3848,2116_1,21,500,0.9
3849,2116_2,21,400,0.85
3850,2117_1,9,700,0.8
3851,2117_2,9,1100,0.75
3852,2118_2,13,600,0.6
3853,2118_1,13,400,1
3854,2119_1,25,1000,0.85
3855,2119_2,25,400,0.7
3856,2120_1,28,800,0.8
3857,2120_2,28,500,0.95
3858,2121_2,12,700,0.65
3859,2121_1,12,300,0.7
3860,2122_2,22,800,0.95
3861,2122_1,22,300,0.6
3862,2123_1,10,1100,0.7
3863,2123_2,10,400,0.75
3864,2124_1,20,400,0.95
3865,2124_2,20,900,0.8
3866,2125_1,19,400,0.9
3867,2125_2,19,400,0.7
3868,2126_1,11,600,0.9
3869,2126_2,11,1100,0.75
3870,2127_1,4,400,0.85
3871,2127_2,4,1000,0.75
3872,2128_2,26,1100,0.85
3873,2128_1,26,400,0.7
3874,2129_1,12,1000,0.7
3875,2129_2,12,900,1
3876,2130_1,15,700,0.9
3877,2130_2,15,700,0.95
3878,2131_1,21,600,0.95
3879,2131_2,21,400,0.7
3880,2132_1,5,300,1
3881,2132_2,5,1000,0.95
3882,2133_1,16,1100,0.7
3883,2133_2,16,1100,0.95
3884,2134_2,5,300,0.8
3885,2134_1,5,500,0.85
3886,2135_2,15,700,0.65
3887,2135_1,15,1100,0.65
3888,2136_2,7,400,1
3889,2136_1,7,1000,0.7
3890,2137_2,17,400,0.95
3891,2137_1,17,1100,0.7
3892,2138_1,24,500,0.65
3893,2138_2,24,400,0.65
3894,2139_2,8,900,0.6
3895,2139_1,8,600,0.85
3896,2140_1,24,400,0.85
3897,2140_2,24,1100,0.7
3898,2141_2,18,1000,0.65
3899,2141_1,18,400,0.65
3900,2142_1,25,1000,0.6
3901,2142_2,25,600,0.8
3902,2143_1,25,800,0.95
3903,2143_2,25,500,0.65
3904,2144_2,11,500,0.95
3905,2144_1,11,900,0.7
3906,2145_2,9,800,0.75
3907,2145_1,9,700,0.8
3908,2146_1,23,400,1
3909,2146_2,23,500,0.65
3910,2147_2,24,500,0.8
3911,2147_1,24,800,0.95
3912,2148_2,22,800,1
3913,2148_1,22,700,0.65
3914,2149_2,20,800,1
3915,2149_1,20,900,0.6
3916,2150_1,21,400,0.85
3917,2150_2,21,400,0.65
3918,2151_1,14,600,0.8
3919,2151_2,14,900,0.65
3920,2152_2,19,300,0.9
3921,2152_1,19,1000,0.95
3922,2153_2,16,400,0.75
3923,2153_1,16,900,0.8
3924,2154_2,19,500,0.6
3925,2154_1,19,1000,0.7
3926,2155_1,7,700,0.95
3927,2155_2,7,900,0.65
3928,2156_2,18,300,0.7
3929,2156_1,18,900,0.85
3930,2157_1,9,600,0.9
3931,2157_2,9,900,0.8
3932,2158_2,19,300,1
3933,2158_1,19,1000,0.6
3934,2159_2,21,1000,0.95
3935,2159_1,21,800,0.85
3936,2160_2,19,300,0.85
3937,2160_1,19,800,0.8
3938,2161_2,21,800,0.7
3939,2161_1,21,500,0.85
3940,2162_1,6,800,1
3941,2162_2,6,800,0.65
3942,2163_2,16,600,0.8
3943,2163_1,16,1100,0.95
3944,2164_1,19,400,0.75
3945,2164_2,19,900,0.9
3946,2165_1,26,300,0.9
3947,2165_2,26,800,0.8
3948,2166_1,16,900,0.75
3949,2166_2,16,500,0.8
3950,2167_1,13,1100,0.7
3951,2167_2,13,900,0.6
3952,2168_2,21,900,1
3953,2168_1,21,1100,1
3954,2169_2,11,800,0.9
3955,2169_1,11,400,0.75
3956,2170_1,13,600,0.95
3957,2170_2,13,600,0.75
3958,2171_2,14,400,0.6
3959,2171_1,14,700,1
3960,2172_1,21,1000,0.6
3961,2172_2,21,400,0.7
3962,2173_1,15,400,0.8
3963,2173_2,15,700,0.8
3964,2174_2,13,400,0.75
3965,2174_1,13,900,0.65
3966,2175_2,10,500,1
3967,2175_1,10,500,0.85
3968,2176_1,26,400,1
3969,2176_2,26,600,0.65
3970,2177_1,13,400,0.9
3971,2177_2,13,1000,0.75
3972,2178_2,20,600,0.75
3973,2178_1,20,500,1
3974,2179_1,18,400,0.7
3975,2179_2,18,300,0.6
3976,2180_1,11,800,1
3977,2180_2,11,700,0.75
3978,2181_2,17,1000,0.9
3979,2181_1,17,1100,0.6
3980,2182_1,19,400,1
3981,2182_2,19,400,0.6
3982,2183_2,20,1000,0.65
3983,2183_1,20,600,0.75
3984,2184_1,6,300,0.65
3985,2184_2,6,600,0.6
3986,2185_2,14,400,0.95
3987,2185_1,14,1000,1
3988,2186_2,10,1100,0.8
3989,2186_1,10,1000,0.65
3990,2187_2,20,400,0.75
3991,2187_1,20,1000,0.6
3992,2188_2,9,800,0.8
3993,2188_1,9,1000,0.65
3994,2189_1,18,1000,0.9
3995,2189_2,18,500,0.95
3996,2190_2,19,700,0.8
3997,2190_1,19,800,0.95
3998,2191_1,23,900,0.65
3999,2191_2,23,1000,0.9
4000,2192_2,18,300,0.9
4001,2192_1,18,1000,0.85
4002,2193_1,19,500,0.65
4003,2193_2,19,800,0.65
4004,2194_1,21,500,0.85
4005,2194_2,21,700,1
4006,2195_1,24,500,0.95
4007,2195_2,24,1100,0.7
4008,2196_1,12,700,0.7
4009,2196_2,12,400,0.9
4010,2197_2,13,500,1
4011,2197_1,13,800,1
4012,2198_1,7,800,0.75
4013,2198_2,7,1000,0.9
4014,2199_2,6,800,0.95
4015,2199_1,6,700,0.65
4016,2200_2,20,700,0.6
4017,2200_1,20,400,0.75
4018,2201_2,17,700,0.95
4019,2201_1,17,600,0.9
4020,2202_1,8,500,0.7
4021,2202_2,8,900,0.8
4022,2203_1,12,900,0.75
4023,2203_2,12,500,0.75
4024,2204_1,8,1000,0.6
4025,2204_2,8,500,0.8
4026,2205_2,25,800,0.95
4027,2205_1,25,400,0.95
4028,2206_2,24,1000,0.75
4029,2206_1,24,600,1
4030,2207_2,11,400,0.75
4031,2207_1,11,500,1
4032,2208_1,27,900,0.8
4033,2208_2,27,1000,0.75
4034,2209_2,12,1000,0.8
4035,2209_1,12,300,0.65
4036,2210_1,5,700,0.9
4037,2210_2,5,1100,1
4038,2211_2,19,900,0.9
4039,2211_1,19,700,0.85
4040,2212_1,10,700,0.6
4041,2212_2,10,300,0.7
4042,2213_2,5,800,0.8
4043,2213_1,5,600,0.65
4044,2214_2,14,900,0.75
4045,2214_1,14,700,0.8
4046,2215_2,23,700,0.7
4047,2215_1,23,800,0.95
4048,2216_2,6,1000,0.85
4049,2216_1,6,1100,0.6
4050,2217_1,17,400,0.75
4051,2217_2,17,1000,1
4052,2218_2,26,500,0.9
4053,2218_1,26,300,0.85
4054,2219_1,23,700,0.7
4055,2219_2,23,1000,0.95
4056,2220_1,10,600,0.6
4057,2220_2,10,500,1
4058,2221_1,20,600,0.65
4059,2221_2,20,500,0.9
4060,2222_2,20,800,0.6
4061,2222_1,20,800,0.75
4062,2223_2,13,1100,1
4063,2223_1,13,1000,0.9
4064,2224_1,11,1000,1
4065,2224_2,11,900,0.65
4066,2225_1,7,500,1
4067,2225_2,7,300,1
4068,2226_2,8,1000,0.85
4069,2226_1,8,1000,0.85
4070,2227_1,20,500,1
4071,2227_2,20,800,0.85
4072,2228_2,21,1100,0.8
4073,2228_1,21,300,0.95
4074,2229_2,8,400,0.7
4075,2229_1,8,500,0.6
4076,2230_1,25,600,0.6
4077,2230_2,25,1000,0.65
4078,2231_1,10,400,0.6
4079,2231_2,10,500,0.75
4080,2232_1,9,900,1
4081,2232_2,9,600,0.65
4082,2233_1,23,400,0.75
4083,2233_2,23,500,0.6
4084,2234_2,14,600,0.7
4085,2234_1,14,700,0.85
4086,2235_1,18,1100,1
4087,2235_2,18,600,0.65
4088,2236_1,15,300,0.7
4089,2236_2,15,600,0.65
4090,2237_2,11,300,1
4091,2237_1,11,600,0.85
4092,2238_2,15,900,0.8
4093,2238_1,15,1100,0.85
4094,2239_1,24,700,0.9
4095,2239_2,24,600,0.95
4096,2240_2,14,1000,1
4097,2240_1,14,1000,0.7
4098,2241_1,18,500,0.8
4099,2241_2,18,600,0.85
4100,2242_2,5,800,0.65
4101,2242_1,5,900,1
4102,2243_2,9,300,0.6
4103,2243_1,9,1000,0.65
4104,2244_1,16,600,0.85
4105,2244_2,16,600,1
4106,2245_1,6,500,0.6
4107,2245_2,6,900,0.75
4108,2246_2,11,1000,0.75
4109,2246_1,11,900,0.85
4110,2247_2,21,1000,0.6
4111,2247_1,21,300,0.7
4112,2248_2,25,600,0.85
4113,2248_1,25,600,0.65
4114,2249_2,17,900,0.95
4115,2249_1,17,700,0.65
4116,2250_2,18,1000,0.6
4117,2250_1,18,400,0.95
4118,2251_1,16,600,0.8
4119,2251_2,16,1100,0.65
4120,2252_1,11,700,0.85
4121,2252_2,11,900,0.8
4122,2253_1,19,700,0.95
4123,2253_2,19,500,0.8
4124,2254_2,18,1000,0.7
4125,2254_1,18,1100,0.8
4126,2255_2,24,800,0.7
4127,2255_1,24,900,0.75
4128,2256_2,16,400,0.75
4129,2256_1,16,800,0.9
4130,2257_1,23,800,0.9
4131,2257_2,23,300,0.95
4132,2258_2,9,500,0.75
4133,2258_1,9,800,0.6
4134,2259_1,13,700,1
4135,2259_2,13,1100,1
4136,2260_2,27,300,0.9
4137,2260_1,27,800,0.7
4138,2261_1,20,300,0.85
4139,2261_2,20,1000,0.6
4140,2262_2,26,400,0.65
4141,2262_1,26,800,0.75
4142,2263_1,8,600,0.9
4143,2263_2,8,300,0.65
4144,2264_1,21,900,0.9
4145,2264_2,21,600,1
4146,2265_2,5,800,0.65
4147,2265_1,5,400,0.95
4148,2266_2,17,300,0.9
4149,2266_1,17,400,1
4150,2267_2,9,500,0.8
4151,2267_1,9,300,0.95
4152,2268_1,15,700,0.8
4153,2268_2,15,500,0.8
4154,2269_2,14,400,0.6
4155,2269_1,14,400,0.6
4156,2270_1,7,600,0.8
4157,2270_2,7,1100,1
4158,2271_1,19,400,0.9
4159,2271_2,19,1100,0.95
4160,2272_2,14,900,0.7
4161,2272_1,14,400,0.8
4162,2273_2,9,500,0.9
4163,2273_1,9,300,0.7
4164,2274_2,9,800,0.8
4165,2274_1,9,600,0.6
4166,2275_2,21,1000,0.7
4167,2275_1,21,900,0.85
4168,2276_1,25,300,0.65
4169,2276_2,25,700,0.7
4170,2277_1,21,500,0.75
4171,2277_2,21,1000,0.6
4172,2278_2,14,700,0.9
4173,2278_1,14,700,0.75
4174,2279_2,24,600,0.85
4175,2279_1,24,300,0.8
4176,2280_2,14,1100,0.6
4177,2280_1,14,500,0.6
4178,2281_2,12,300,0.85
4179,2281_1,12,600,0.7
4180,2282_2,6,1100,0.7
4181,2282_1,6,900,0.95
4182,2283_2,20,600,0.8
4183,2283_1,20,700,0.95
4184,2284_2,9,800,0.6
4185,2284_1,9,600,0.95
4186,2285_1,21,700,1
4187,2285_2,21,800,0.8
4188,2286_1,17,900,0.8
4189,2286_2,17,900,1
4190,2287_2,17,600,0.9
4191,2287_1,17,900,0.85
4192,2288_1,12,800,0.8
4193,2288_2,12,600,0.95
4194,2289_2,14,1000,0.75
4195,2289_1,14,800,0.8
4196,2290_2,24,800,0.6
4197,2290_1,24,400,0.85
4198,2291_1,19,700,0.65
4199,2291_2,19,500,0.95
4200,2292_2,21,800,0.85
4201,2292_1,21,700,0.6
4202,2293_2,20,1100,1
4203,2293_1,20,900,0.6
4204,2294_2,9,400,0.8
4205,2294_1,9,900,0.65
4206,2295_1,12,300,0.7
4207,2295_2,12,1000,0.8
4208,2296_1,21,900,0.7
4209,2296_2,21,400,1
4210,2297_1,26,600,0.95
4211,2297_2,26,500,0.85
4212,2298_1,16,700,0.9
4213,2298_2,16,600,0.85
4214,2299_1,13,1000,1
4215,2299_2,13,400,1
4216,2300_1,13,500,0.8
4217,2300_2,13,400,0.8
4218,2301_2,5,500,0.75
4219,2301_1,5,600,0.85
4220,2302_2,20,900,1
4221,2302_1,20,300,0.65
4222,2303_2,23,400,0.9
4223,2303_1,23,1100,1
4224,2304_1,19,600,0.7
4225,2304_2,19,600,0.65
4226,2305_2,13,400,0.85
4227,2305_1,13,700,0.95
4228,2306_2,14,400,0.75
4229,2306_1,14,1000,0.9
4230,2307_2,20,900,0.8
4231,2307_1,20,300,0.75
4232,2308_1,5,600,0.95
4233,2308_2,5,800,0.85
4234,2309_1,23,900,1
4235,2309_2,23,500,0.65
4236,2310_1,20,500,0.9
4237,2310_2,20,1100,0.6
4238,2311_1,9,1100,0.8
4239,2311_2,9,800,0.65
4240,2312_1,11,500,1
4241,2312_2,11,600,0.85
4242,2313_2,21,700,0.8
4243,2313_1,21,600,0.75
4244,2314_1,22,300,0.65
4245,2314_2,22,1000,0.85
4246,2315_1,12,1000,1
4247,2315_2,12,1100,0.65
4248,2316_2,23,300,0.6
4249,2316_1,23,900,0.6
4250,2317_2,14,400,0.7
4251,2317_1,14,700,0.8
4252,2318_1,7,1000,1
4253,2318_2,7,900,0.7
4254,2319_1,9,1100,1
4255,2319_2,9,900,0.85
4256,2320_1,23,500,0.8
4257,2320_2,23,300,0.7
4258,2321_2,23,1100,0.7
4259,2321_1,23,800,0.65
4260,2322_1,10,500,0.8
4261,2322_2,10,500,0.8
4262,2323_2,10,300,1
4263,2323_1,10,300,0.75
4264,2324_1,15,500,1
4265,2324_2,15,300,0.8
4266,2325_2,4,400,0.8
4267,2325_1,4,900,0.6
4268,2326_2,8,1100,1
4269,2326_1,8,1100,0.95
4270,2327_2,14,1100,0.9
4271,2327_1,14,1100,0.85
4272,2328_2,20,400,0.6
4273,2328_1,20,400,0.75
4274,2329_2,21,300,0.8
4275,2329_1,21,300,0.65
4276,2330_1,14,500,0.75
4277,2330_2,14,600,1
4278,2331_2,15,1000,0.7
4279,2331_1,15,800,0.85
4280,2332_2,18,1100,0.6
4281,2332_1,18,700,0.9
4282,2333_2,12,500,0.6
4283,2333_1,12,500,0.75
4284,2334_2,21,1100,0.7
4285,2334_1,21,800,0.85
4286,2335_2,12,800,0.95
4287,2335_1,12,300,1
4288,2336_1,15,300,1
4289,2336_2,15,600,0.8
4290,2337_2,23,1100,0.65
4291,2337_1,23,300,1
4292,2338_2,4,700,0.65
4293,2338_1,4,1100,1
4294,2339_1,23,400,0.85
4295,2339_2,23,800,0.7
4296,2340_1,5,900,0.6
4297,2340_2,5,600,1
4298,2341_2,13,600,0.8
4299,2341_1,13,1000,0.95
4300,2342_1,13,1000,0.6
4301,2342_2,13,900,0.95
4302,2343_1,12,700,0.6
4303,2343_2,12,700,0.6
4304,2344_1,21,700,0.95
4305,2344_2,21,1000,0.7
4306,2345_2,14,1100,0.9
4307,2345_1,14,800,0.9
4308,2346_2,15,1000,1
4309,2346_1,15,1100,1
4310,2347_1,16,700,1
4311,2347_2,16,1100,1
4312,2348_2,17,500,0.9
4313,2348_1,17,300,0.9
4314,2349_1,16,400,0.95
4315,2349_2,16,800,0.9
4316,2350_1,10,1100,0.95
4317,2350_2,10,600,0.8
4318,2351_1,13,800,0.75
4319,2351_2,13,600,0.75
4320,2352_1,8,900,0.7
4321,2352_2,8,500,0.65
4322,2353_1,21,900,0.6
4323,2353_2,21,900,1
4324,2354_2,20,500,0.75
4325,2354_1,20,800,0.9
4326,2355_1,7,900,0.7
4327,2355_2,7,700,0.95
4328,2356_2,18,800,0.85
4329,2356_1,18,900,0.75
4330,2357_2,21,500,1
4331,2357_1,21,1000,0.75
4332,2358_2,12,600,0.85
4333,2358_1,12,700,0.6
4334,2359_2,15,900,0.9
4335,2359_1,15,400,0.65
4336,2360_1,19,900,0.75
4337,2360_2,19,600,0.9
4338,2361_1,8,300,0.65
4339,2361_2,8,1000,0.85
4340,2362_2,11,1000,0.6
4341,2362_1,11,1000,0.6
4342,2363_2,16,1000,0.65
4343,2363_1,16,600,0.85
4344,2364_1,7,800,0.9
4345,2364_2,7,600,0.85
4346,2365_1,23,900,0.95
4347,2365_2,23,800,0.65
4348,2366_1,22,400,0.8
4349,2366_2,22,900,0.85
4350,2367_2,7,300,0.6
4351,2367_1,7,700,0.85
4352,2368_2,10,600,0.75
4353,2368_1,10,700,1
4354,2369_1,22,800,0.9
4355,2369_2,22,400,1
4356,3000_0,4,600,0.25
4357,3000_1,4,800,1
4358,3001_0,4,600,1
4359,3001_1,4,700,1
4360,3002_0,4,900,0.25
4361,3002_1,4,800,0.55
4362,3003_1,4,1100,0.55
4363,3003_0,4,1000,1
4364,3004_0,4,400,0.4
4365,3004_1,4,1000,0.55
4366,3005_1,4,1000,1
4367,3005_0,4,1000,0.55
4368,3006_1,4,600,0.25
4369,3006_0,4,400,0.4
4370,3007_1,4,400,0.4
4371,3007_0,4,700,1
4372,3008_1,4,700,0.85
4373,3008_0,4,500,0.55
4374,3009_1,4,600,1
4375,3009_0,4,500,0.55
4376,3010_1,4,900,0.25
4377,3010_0,4,800,1
4378,3011_0,4,1100,0.55
4379,3011_1,4,500,0.55
4380,3012_0,4,600,0.1
4381,3012_1,4,400,0.4
4382,3013_0,4,700,0.85
4383,3013_1,4,1000,0.55
4384,3014_1,4,600,0.1
4385,3014_0,4,800,0.55
4386,3015_0,4,1000,0.55
4387,3015_1,4,400,0.4
4388,3016_0,4,400,0.4
4389,3016_1,4,300,0.25
4390,3017_0,4,600,0.1
4391,3017_1,4,500,0.55
4392,3018_1,4,600,0.1
4393,3018_0,4,300,0.25
4394,3019_0,5,300,0.7
4395,3019_1,5,800,0.4
4396,3020_0,5,1100,0.55
4397,3020_1,5,800,1
4398,3021_0,5,300,0.85
4399,3021_1,5,1000,0.55
4400,3022_1,5,700,0.7
4401,3022_0,5,700,1
4402,3023_0,5,1000,0.7
4403,3023_1,5,1100,0.25
4404,3024_0,5,900,0.4
4405,3024_1,5,300,0.55
4406,3025_1,5,600,0.7
4407,3025_0,5,900,0.55
4408,3026_1,5,400,0.55
4409,3026_0,5,300,0.55
4410,3027_0,5,300,0.7
4411,3027_1,5,300,1
4412,3028_1,5,1100,0.55
4413,3028_0,5,600,0.85
4414,3029_1,5,600,0.1
4415,3029_0,5,700,0.25
4416,3030_0,5,300,0.55
4417,3030_1,5,600,1
4418,3031_1,5,700,0.55
4419,3031_0,5,800,0.25
4420,3032_1,5,700,0.85
4421,3032_0,5,500,0.4
4422,3033_0,5,700,0.85
4423,3033_1,5,600,1
4424,3034_0,5,400,0.1
4425,3034_1,5,300,0.7
4426,3035_0,5,300,0.4
4427,3035_1,5,400,0.85
4428,3036_1,5,1000,1
4429,3036_0,5,500,0.85
4430,3037_1,5,1000,0.25
4431,3037_0,5,500,0.55
4432,3038_0,5,300,0.55
4433,3038_1,5,600,0.25
4434,3039_1,5,300,0.7
4435,3039_0,5,300,0.85
4436,3040_0,5,400,0.4
4437,3040_1,5,500,0.85
4438,3041_1,5,700,0.85
4439,3041_0,5,800,0.85
4440,3042_1,5,900,0.55
4441,3042_0,5,300,0.7
4442,3043_0,5,300,0.7
4443,3043_1,5,300,1
4444,3044_1,5,600,0.55
4445,3044_0,5,700,0.55
4446,3045_1,5,700,0.4
4447,3045_0,5,700,0.85
4448,3046_1,5,800,0.4
4449,3046_0,5,700,0.25
4450,3047_1,5,400,0.55
4451,3047_0,5,400,0.7
4452,3048_0,5,800,0.4
4453,3048_1,5,700,0.25
4454,3049_1,5,400,0.7
4455,3049_0,5,700,1
4456,3050_0,5,700,0.25
4457,3050_1,5,700,0.55
4458,3051_1,5,300,0.85
4459,3051_0,5,900,0.7
4460,3052_1,5,1100,0.55
4461,3052_0,5,600,0.1
4462,3053_1,5,300,0.85
4463,3053_0,5,500,0.85
4464,3054_0,5,900,1
4465,3054_1,5,1100,0.1
4466,3055_0,5,300,0.4
4467,3055_1,5,400,0.1
4468,3056_1,5,700,0.25
4469,3056_0,5,700,0.85
4470,3057_1,5,700,0.7
4471,3057_0,5,800,0.7
4472,3058_1,5,600,0.1
4473,3058_0,5,600,0.1
4474,3059_1,5,700,0.25
4475,3059_0,5,1100,0.55
4476,3060_0,5,600,0.7
4477,3060_1,5,500,1
4478,3061_1,5,600,0.1
4479,3061_0,5,500,0.85
4480,3062_1,5,300,0.7
4481,3062_0,5,700,0.55
4482,3063_0,5,1000,0.25
4483,3063_1,5,900,0.7
4484,3064_0,5,800,0.25
4485,3064_1,5,300,0.85
4486,3065_0,5,500,0.25
4487,3065_1,5,300,0.1
4488,3066_0,5,700,0.7
4489,3066_1,5,600,0.55
4490,3067_1,5,600,0.4
4491,3067_0,5,300,0.85
4492,3068_0,5,600,0.25
4493,3068_1,5,500,0.4
4494,3069_1,5,800,0.55
4495,3069_0,5,300,0.85
4496,3070_1,5,500,0.7
4497,3070_0,5,300,1
4498,3071_0,5,400,0.55
4499,3071_1,5,800,0.1
4500,3072_0,5,700,0.25
4501,3072_1,5,400,0.7
4502,3073_0,5,300,0.7
4503,3073_1,5,900,0.55
4504,3074_1,5,600,0.85
4505,3074_0,5,1000,0.55
4506,3075_0,5,700,0.4
4507,3075_1,5,800,0.4
4508,3076_0,5,300,0.4
4509,3076_1,5,300,0.4
4510,3077_1,5,400,0.85
4511,3077_0,5,300,0.7
4512,3078_0,5,400,0.7
4513,3078_1,5,800,0.7
4514,3079_0,5,1100,0.1
4515,3079_1,5,1100,0.7
4516,3080_1,5,800,1
4517,3080_0,5,300,1
4518,3081_1,5,700,1
4519,3081_0,5,600,0.4
4520,3082_1,5,900,0.4
4521,3082_0,5,700,0.55
4522,3083_0,5,1100,0.55
4523,3083_1,5,700,0.55
4524,3084_1,5,600,0.1
4525,3084_0,5,1100,0.55
4526,3085_0,5,700,1
4527,3085_1,5,500,0.55
4528,3086_1,5,300,0.1
4529,3086_0,5,300,1
4530,3087_0,5,700,0.55
4531,3087_1,5,300,1
4532,3088_1,5,400,0.85
4533,3088_0,5,600,1
4534,3089_0,5,600,1
4535,3089_1,5,800,0.55
4536,3090_1,5,800,0.25
4537,3090_0,5,700,0.85
4538,3091_0,5,700,1
4539,3091_1,5,400,0.4
4540,3092_0,5,900,0.1
4541,3092_1,5,300,1
4542,3093_1,5,1000,0.55
4543,3093_0,5,500,1
4544,3094_1,5,600,0.25
4545,3094_0,5,600,1
4546,3095_0,5,1100,0.7
4547,3095_1,5,700,0.85
4548,3096_1,5,300,1
4549,3096_0,5,700,0.4
4550,3097_0,5,500,0.25
4551,3097_1,5,1000,0.7
4552,3098_1,5,500,0.25
4553,3098_0,5,300,0.7
4554,3099_1,5,500,0.85
4555,3099_0,5,300,0.1
4556,3100_1,5,300,0.55
4557,3100_0,5,600,0.1
4558,3101_1,5,500,0.25
4559,3101_0,5,400,0.1
4560,3102_0,5,900,0.1
4561,3102_1,5,900,0.4
4562,3103_1,5,800,0.25
4563,3103_0,5,700,0.7
